mahalla_code,mahalla,region,region_code,district,district_code,hh_count,pop_count
1703203m1,Айланпа,Андижон,1703,Андижон т.,1703203,509,2316
1703203m2,Бахт,Андижон,1703,Андижон т.,1703203,691,4448
1703203m3,Баҳор,Андижон,1703,Андижон т.,1703203,649,3035
1703203m4,Бекобод,Андижон,1703,Андижон т.,1703203,690,3783
1703203m5,Беш бўйноқ,Андижон,1703,Андижон т.,1703203,830,4859
1703203m6,Беш паҳлавон,Андижон,1703,Андижон т.,1703203,451,2921
1703203m7,Бобоғози,Андижон,1703,Андижон т.,1703203,602,2889
1703203m8,Буюк турон,Андижон,1703,Андижон т.,1703203,695,3227
1703203m9,Гузар,Андижон,1703,Андижон т.,1703203,1005,4214
1703203m10,Гулистон,Андижон,1703,Андижон т.,1703203,566,2016
1703203m11,Гулобод,Андижон,1703,Андижон т.,1703203,810,4612
1703203m12,Гумбаз,Андижон,1703,Андижон т.,1703203,640,3698
1703203m13,Дамариқ,Андижон,1703,Андижон т.,1703203,508,2221
1703203m14,Дарё бўйи,Андижон,1703,Андижон т.,1703203,510,3152
1703203m15,Дархон,Андижон,1703,Андижон т.,1703203,826,4972
1703203m16,Дехқон,Андижон,1703,Андижон т.,1703203,527,2196
1703203m17,Дўлдур,Андижон,1703,Андижон т.,1703203,325,1636
1703203m18,Дўнг қишлоқ,Андижон,1703,Андижон т.,1703203,786,5956
1703203m19,Дўстлик,Андижон,1703,Андижон т.,1703203,789,4032
1703203m20,Жаннатмакон,Андижон,1703,Андижон т.,1703203,680,3896
1703203m21,Жевачи,Андижон,1703,Андижон т.,1703203,650,2128
1703203m22,Жохонобод,Андижон,1703,Андижон т.,1703203,1043,3903
1703203m23,Завроқ,Андижон,1703,Андижон т.,1703203,960,4158
1703203m24,Зангибобо,Андижон,1703,Андижон т.,1703203,728,3406
1703203m25,Интилиш,Андижон,1703,Андижон т.,1703203,512,2789
1703203m26,Исломобод,Андижон,1703,Андижон т.,1703203,937,4723
1703203m27,Истиқлол,Андижон,1703,Андижон т.,1703203,590,3536
1703203m28,Иттифоқ,Андижон,1703,Андижон т.,1703203,1343,6450
1703203m29,Катта гузар,Андижон,1703,Андижон т.,1703203,681,3007
1703203m30,Кенгаш,Андижон,1703,Андижон т.,1703203,650,3532
1703203m31,Қорақалпоқ,Андижон,1703,Андижон т.,1703203,885,3841
1703203m32,Қоратут,Андижон,1703,Андижон т.,1703203,801,4802
1703203m33,Қўқонлик,Андижон,1703,Андижон т.,1703203,520,2961
1703203m34,Қум кўча,Андижон,1703,Андижон т.,1703203,1012,4150
1703203m35,Қурама,Андижон,1703,Андижон т.,1703203,1429,5027
1703203m36,Қўшариқ,Андижон,1703,Андижон т.,1703203,742,1895
1703203m37,Қўшчинор,Андижон,1703,Андижон т.,1703203,536,2898
1703203m38,Маориф,Андижон,1703,Андижон т.,1703203,312,1781
1703203m39,Март,Андижон,1703,Андижон т.,1703203,1004,4053
1703203m40,Мингўрик,Андижон,1703,Андижон т.,1703203,540,2401
1703203m41,Миробод,Андижон,1703,Андижон т.,1703203,326,1835
1703203m42,Мустақиллик,Андижон,1703,Андижон т.,1703203,1010,5847
1703203m43,Навруз,Андижон,1703,Андижон т.,1703203,401,2169
1703203m44,Найманобод,Андижон,1703,Андижон т.,1703203,517,2734
1703203m45,Намуна,Андижон,1703,Андижон т.,1703203,421,2085
1703203m46,Нурафшон,Андижон,1703,Андижон т.,1703203,605,3486
1703203m47,Нўхатак,Андижон,1703,Андижон т.,1703203,740,3095
1703203m48,Обиҳаёт,Андижон,1703,Андижон т.,1703203,616,3834
1703203m49,Оғуллик,Андижон,1703,Андижон т.,1703203,835,5135
1703203m50,Ойжомол,Андижон,1703,Андижон т.,1703203,570,2873
1703203m51,Оқ роввот,Андижон,1703,Андижон т.,1703203,481,3304
1703203m52,Орол,Андижон,1703,Андижон т.,1703203,611,3070
1703203m53,Отчопар,Андижон,1703,Андижон т.,1703203,511,2801
1703203m54,Полосон,Андижон,1703,Андижон т.,1703203,950,3217
1703203m55,Роввот,Андижон,1703,Андижон т.,1703203,495,3362
1703203m56,Рохат,Андижон,1703,Андижон т.,1703203,615,3643
1703203m57,Саддатаги,Андижон,1703,Андижон т.,1703203,647,3380
1703203m58,Сайдилобод,Андижон,1703,Андижон т.,1703203,406,2434
1703203m59,Саноат,Андижон,1703,Андижон т.,1703203,1356,3146
1703203m60,Султонобод,Андижон,1703,Андижон т.,1703203,821,4302
1703203m61,Тадбиркор,Андижон,1703,Андижон т.,1703203,262,1386
1703203m62,Терак таги,Андижон,1703,Андижон т.,1703203,664,3641
1703203m63,Толмозор,Андижон,1703,Андижон т.,1703203,828,4314
1703203m64,Тошлоқ,Андижон,1703,Андижон т.,1703203,516,3058
1703203m65,Ўрикзор,Андижон,1703,Андижон т.,1703203,1030,5452
1703203m66,Ўрикзор - 2,Андижон,1703,Андижон т.,1703203,1050,5701
1703203m67,Хўжа,Андижон,1703,Андижон т.,1703203,477,1750
1703203m68,Ҳақиқат,Андижон,1703,Андижон т.,1703203,556,2975
1703203m69,Чавкандарё,Андижон,1703,Андижон т.,1703203,706,3708
1703203m70,Чем,Андижон,1703,Андижон т.,1703203,1302,4932
1703203m71,Чилон,Андижон,1703,Андижон т.,1703203,318,1562
1703203m72,Чорбоғ,Андижон,1703,Андижон т.,1703203,368,2451
1703203m73,Чўнбоғич,Андижон,1703,Андижон т.,1703203,1220,4286
1703203m74,Шарқ Юлдузи,Андижон,1703,Андижон т.,1703203,548,2602
1703203m75,Экин-тикин,Андижон,1703,Андижон т.,1703203,1186,6163
1703203m76,Юксалиш,Андижон,1703,Андижон т.,1703203,1010,5706
1703203m77,Янги йўл,Андижон,1703,Андижон т.,1703203,514,2892
1703203m78,Янги тўлқин,Андижон,1703,Андижон т.,1703203,417,2245
1703203m79,Янгиобод,Андижон,1703,Андижон т.,1703203,790,4453
1703401m1,Ал-Буҳорий,Андижон,1703,Андижон ш.,1703401,665,4158
1703401m2,Андижон,Андижон,1703,Андижон ш.,1703401,900,4590
1703401m3,Ахмад Яссавий,Андижон,1703,Андижон ш.,1703401,797,4025
1703401m4,Баркамол,Андижон,1703,Андижон ш.,1703401,1303,3200
1703401m5,Бекгузар,Андижон,1703,Андижон ш.,1703401,1220,6551
1703401m6,Бинокор,Андижон,1703,Андижон ш.,1703401,1032,3824
1703401m7,Бирлашган,Андижон,1703,Андижон ш.,1703401,431,965
1703401m8,Бирлик,Андижон,1703,Андижон ш.,1703401,319,2100
1703401m9,Бобосаддин,Андижон,1703,Андижон ш.,1703401,379,3115
1703401m10,Боғи Эрам,Андижон,1703,Андижон ш.,1703401,658,1712
1703401m11,Боғишамол,Андижон,1703,Андижон ш.,1703401,700,2150
1703401m12,Бунёдкор,Андижон,1703,Андижон ш.,1703401,918,3373
1703401m13,Бўстон,Андижон,1703,Андижон ш.,1703401,890,7003
1703401m14,Буюк ипак йўли,Андижон,1703,Андижон ш.,1703401,675,4016
1703401m15,Буюк Турон,Андижон,1703,Андижон ш.,1703401,501,2410
1703401m16,Ғайрат,Андижон,1703,Андижон ш.,1703401,842,4421
1703401m17,Гулистон,Андижон,1703,Андижон ш.,1703401,726,4688
1703401m18,Гумбаз,Андижон,1703,Андижон ш.,1703401,641,2791
1703401m19,Далварзин,Андижон,1703,Андижон ш.,1703401,1117,6108
1703401m20,Деҳқонобод,Андижон,1703,Андижон ш.,1703401,1100,6410
1703401m21,Дўстлик,Андижон,1703,Андижон ш.,1703401,1001,5950
1703401m22,Ёйилма,Андижон,1703,Андижон ш.,1703401,1082,6946
1703401m23,Ёрбоши,Андижон,1703,Андижон ш.,1703401,1159,6350
1703401m24,Жумабозор,Андижон,1703,Андижон ш.,1703401,550,3925
1703401m25,З.М.Бобур,Андижон,1703,Андижон ш.,1703401,750,4234
1703401m26,Иқбол,Андижон,1703,Андижон ш.,1703401,1592,2822
1703401m27,Илғор,Андижон,1703,Андижон ш.,1703401,481,3310
1703401m28,Исломобод,Андижон,1703,Андижон ш.,1703401,1308,6983
1703401m29,Истиқлол,Андижон,1703,Андижон ш.,1703401,1884,5685
1703401m30,Ишчилар,Андижон,1703,Андижон ш.,1703401,1053,5069
1703401m31,Кенгаш,Андижон,1703,Андижон ш.,1703401,470,3010
1703401m32,Қайрағочтаги,Андижон,1703,Андижон ш.,1703401,580,5015
1703401m33,Қаландархона,Андижон,1703,Андижон ш.,1703401,746,5625
1703401m34,Қорақўрғон,Андижон,1703,Андижон ш.,1703401,495,3925
1703401m35,Қоратут,Андижон,1703,Андижон ш.,1703401,1581,2165
1703401m36,Қўшариқ,Андижон,1703,Андижон ш.,1703401,1959,5863
1703401m37,Маданият,Андижон,1703,Андижон ш.,1703401,622,4000
1703401m38,Майдонбозор,Андижон,1703,Андижон ш.,1703401,723,5200
1703401m39,Маориф,Андижон,1703,Андижон ш.,1703401,774,5210
1703401m40,Машъал,Андижон,1703,Андижон ш.,1703401,1005,5247
1703401m41,Маърифат,Андижон,1703,Андижон ш.,1703401,1100,6886
1703401m42,Меҳнат,Андижон,1703,Андижон ш.,1703401,895,1725
1703401m43,Мирпўстин,Андижон,1703,Андижон ш.,1703401,1042,5442
1703401m44,Мустақиллик,Андижон,1703,Андижон ш.,1703401,1103,5844
1703401m45,Мустақилликнинг 21 йиллиги,Андижон,1703,Андижон ш.,1703401,856,6652
1703401m46,Навбаҳор,Андижон,1703,Андижон ш.,1703401,608,2795
1703401m47,Наврўз,Андижон,1703,Андижон ш.,1703401,890,1466
1703401m48,Найзақайрағоч,Андижон,1703,Андижон ш.,1703401,789,4997
1703401m49,Намуна,Андижон,1703,Андижон ш.,1703401,365,2645
1703401m50,Нодирабегим,Андижон,1703,Андижон ш.,1703401,1200,2706
1703401m51,Обод,Андижон,1703,Андижон ш.,1703401,1296,6981
1703401m52,Озодлик,Андижон,1703,Андижон ш.,1703401,1045,4221
1703401m53,Паҳтакор,Андижон,1703,Андижон ш.,1703401,576,3475
1703401m54,Пистамозор,Андижон,1703,Андижон ш.,1703401,307,2421
1703401m55,Садда,Андижон,1703,Андижон ш.,1703401,585,3720
1703401m56,Садоқат,Андижон,1703,Андижон ш.,1703401,1331,7880
1703401m57,Саноат,Андижон,1703,Андижон ш.,1703401,2325,6471
1703401m58,Сарвонтепа,Андижон,1703,Андижон ш.,1703401,710,4456
1703401m59,Сафоий,Андижон,1703,Андижон ш.,1703401,352,2053
1703401m60,Саҳоват,Андижон,1703,Андижон ш.,1703401,500,2155
1703401m61,Соғлом авлод,Андижон,1703,Андижон ш.,1703401,1600,2450
1703401m62,Соғлом турмуш,Андижон,1703,Андижон ш.,1703401,520,3396
1703401m63,Сой,Андижон,1703,Андижон ш.,1703401,602,3364
1703401m64,Тараққиёт,Андижон,1703,Андижон ш.,1703401,703,2123
1703401m65,Тахтакўприк,Андижон,1703,Андижон ш.,1703401,550,2220
1703401m66,Темур Малик,Андижон,1703,Андижон ш.,1703401,459,3376
1703401m67,Тинчлик,Андижон,1703,Андижон ш.,1703401,534,1650
1703401m68,Тўққизариқ,Андижон,1703,Андижон ш.,1703401,905,6250
1703401m69,Ўзбегим,Андижон,1703,Андижон ш.,1703401,1256,5213
1703401m70,Ўзбекистон,Андижон,1703,Андижон ш.,1703401,1505,5100
1703401m71,Ўзбекистон 20 йиллиги,Андижон,1703,Андижон ш.,1703401,691,3128
1703401m72,Ўзгариш,Андижон,1703,Андижон ш.,1703401,610,1765
1703401m73,Узумзор,Андижон,1703,Андижон ш.,1703401,608,3114
1703401m74,Уйғуробод,Андижон,1703,Андижон ш.,1703401,645,4149
1703401m75,Ўрикзор,Андижон,1703,Андижон ш.,1703401,1332,2021
1703401m76,Фаробий,Андижон,1703,Андижон ш.,1703401,1302,5141
1703401m77,Хурсандлик,Андижон,1703,Андижон ш.,1703401,960,5820
1703401m78,Хўтанариқ,Андижон,1703,Андижон ш.,1703401,969,3697
1703401m79,Ҳамдўстлик,Андижон,1703,Андижон ш.,1703401,1320,5325
1703401m80,Ҳамкорлик,Андижон,1703,Андижон ш.,1703401,930,3950
1703401m81,Ҳунарманд,Андижон,1703,Андижон ш.,1703401,625,4117
1703401m82,Чўлпон 100 йиллиги,Андижон,1703,Андижон ш.,1703401,710,5300
1703401m83,Шифокор,Андижон,1703,Андижон ш.,1703401,1702,5012
1703401m84,Шодлик,Андижон,1703,Андижон ш.,1703401,586,4100
1703401m85,Шолдирама,Андижон,1703,Андижон ш.,1703401,664,2358
1703401m86,Шўрбулоқ,Андижон,1703,Андижон ш.,1703401,1008,5025
1703401m87,Эркин,Андижон,1703,Андижон ш.,1703401,352,2737
1703401m88,Юксалиш,Андижон,1703,Андижон ш.,1703401,1744,5435
1703401m89,Янги Андижон,Андижон,1703,Андижон ш.,1703401,854,4110
1703401m90,Янги Бўстон,Андижон,1703,Андижон ш.,1703401,1418,4261
1703401m91,Янги турмуш,Андижон,1703,Андижон ш.,1703401,860,3797
1703401m92,Янги ҳаёт,Андижон,1703,Андижон ш.,1703401,525,3791
1703401m93,Яхши,Андижон,1703,Андижон ш.,1703401,709,5211
1703401m94,Яшнаобод,Андижон,1703,Андижон ш.,1703401,918,3014
1703224m1,А.Темур,Андижон,1703,Асака т.,1703224,1200,3825
1703224m2,Арғин,Андижон,1703,Асака т.,1703224,1114,6329
1703224m3,Ахтачи,Андижон,1703,Асака т.,1703224,626,3339
1703224m4,Байналминал,Андижон,1703,Асака т.,1703224,504,2742
1703224m5,Барака,Андижон,1703,Асака т.,1703224,577,3118
1703224m6,Бахрин,Андижон,1703,Асака т.,1703224,675,4103
1703224m7,Беруний,Андижон,1703,Асака т.,1703224,527,2576
1703224m8,Бирдамлик,Андижон,1703,Асака т.,1703224,562,3178
1703224m9,Бирлик,Андижон,1703,Асака т.,1703224,312,2178
1703224m10,Бобур,Андижон,1703,Асака т.,1703224,610,3615
1703224m11,Бозорбоши,Андижон,1703,Асака т.,1703224,704,4060
1703224m12,Бўзариқ,Андижон,1703,Асака т.,1703224,404,2067
1703224m13,Ғанчи-юз,Андижон,1703,Асака т.,1703224,732,4262
1703224m14,Гумбаз,Андижон,1703,Асака т.,1703224,664,3580
1703224m15,Дастурхончи,Андижон,1703,Асака т.,1703224,1124,5047
1703224m16,Деватаги,Андижон,1703,Асака т.,1703224,780,3880
1703224m17,Дўрман,Андижон,1703,Асака т.,1703224,712,5021
1703224m18,Дўстлик,Андижон,1703,Асака т.,1703224,875,4517
1703224m19,Занкан,Андижон,1703,Асака т.,1703224,520,3275
1703224m20,Ибн Сино,Андижон,1703,Асака т.,1703224,448,2792
1703224m21,Истиқлол,Андижон,1703,Асака т.,1703224,384,2040
1703224m22,Камолот,Андижон,1703,Асака т.,1703224,1201,5595
1703224m23,Кужган,Андижон,1703,Асака т.,1703224,1220,6985
1703224m24,Кўркам,Андижон,1703,Асака т.,1703224,1051,5310
1703224m25,Қадим,Андижон,1703,Асака т.,1703224,1374,4860
1703224m26,Қадрият,Андижон,1703,Асака т.,1703224,1110,4114
1703224m27,Қайрағоч,Андижон,1703,Асака т.,1703224,1095,5902
1703224m28,Қашқар,Андижон,1703,Асака т.,1703224,1030,4480
1703224m29,Қипчоқ,Андижон,1703,Асака т.,1703224,1200,6820
1703224m30,Қовоқ тупи,Андижон,1703,Асака т.,1703224,1032,5075
1703224m31,Қорақий,Андижон,1703,Асака т.,1703224,715,4209
1703224m32,Қўнғирот,Андижон,1703,Асака т.,1703224,1169,5945
1703224m33,Қурама,Андижон,1703,Асака т.,1703224,720,4260
1703224m34,Лабгардон,Андижон,1703,Асака т.,1703224,670,4470
1703224m35,Маркаюз,Андижон,1703,Асака т.,1703224,1125,6444
1703224m36,Мехнатобод,Андижон,1703,Асака т.,1703224,577,3235
1703224m37,Мирзобод,Андижон,1703,Асака т.,1703224,1114,4758
1703224m38,Муқумий,Андижон,1703,Асака т.,1703224,645,2616
1703224m39,Мустаҳкам,Андижон,1703,Асака т.,1703224,740,4476
1703224m40,Навбаҳор,Андижон,1703,Асака т.,1703224,585,3007
1703224m41,Навкан,Андижон,1703,Асака т.,1703224,969,5201
1703224m42,Навоий,Андижон,1703,Асака т.,1703224,301,1218
1703224m43,Намуна Бўстон,Андижон,1703,Асака т.,1703224,1023,4671
1703224m44,Неъматобод,Андижон,1703,Асака т.,1703224,801,4452
1703224m45,Ниёзботир,Андижон,1703,Асака т.,1703224,1039,5652
1703224m46,Нурафшон,Андижон,1703,Асака т.,1703224,735,3886
1703224m47,Обод,Андижон,1703,Асака т.,1703224,933,5035
1703224m48,Озод,Андижон,1703,Асака т.,1703224,630,3730
1703224m49,Оқбўйра,Андижон,1703,Асака т.,1703224,645,4115
1703224m50,Олақанот,Андижон,1703,Асака т.,1703224,561,4113
1703224m51,Отиш,Андижон,1703,Асака т.,1703224,808,4980
1703224m52,Сайидабод,Андижон,1703,Асака т.,1703224,1064,4455
1703224m53,Тажриба,Андижон,1703,Асака т.,1703224,512,2348
1703224m54,Тош-тепа,Андижон,1703,Асака т.,1703224,671,3820
1703224m55,Тувадоқ,Андижон,1703,Асака т.,1703224,1145,6227
1703224m56,Турон,Андижон,1703,Асака т.,1703224,589,3312
1703224m57,Ўзбекистон,Андижон,1703,Асака т.,1703224,1019,3638
1703224m58,Улуғбек,Андижон,1703,Асака т.,1703224,1250,5350
1703224m59,Унгут,Андижон,1703,Асака т.,1703224,670,3900
1703224m60,Учтош,Андижон,1703,Асака т.,1703224,733,3395
1703224m61,Файз,Андижон,1703,Асака т.,1703224,380,2975
1703224m62,Файзобод,Андижон,1703,Асака т.,1703224,1470,7017
1703224m63,Фаровон,Андижон,1703,Асака т.,1703224,545,3009
1703224m64,Фидокор,Андижон,1703,Асака т.,1703224,609,3227
1703224m65,Хамдўстлик,Андижон,1703,Асака т.,1703224,560,2785
1703224m66,Хонақа,Андижон,1703,Асака т.,1703224,1670,6300
1703224m67,Чек,Андижон,1703,Асака т.,1703224,1153,8450
1703224m68,Чўнтак,Андижон,1703,Асака т.,1703224,525,2174
1703224m69,Шодлик,Андижон,1703,Асака т.,1703224,400,2083
1703224m70,Шуркишлок,Андижон,1703,Асака т.,1703224,1079,4879
1703224m71,Элаш қипчоқ,Андижон,1703,Асака т.,1703224,592,3364
1703224m72,Эргашобод,Андижон,1703,Асака т.,1703224,1013,6225
1703224m73,Юксалиш,Андижон,1703,Асака т.,1703224,975,5075
1703224m74,Юқори бўз,Андижон,1703,Асака т.,1703224,1235,5995
1703224m75,Юқори кужган,Андижон,1703,Асака т.,1703224,1020,4060
1703224m76,Янгиобод,Андижон,1703,Асака т.,1703224,1038,4535
1703224m77,Янгисор,Андижон,1703,Асака т.,1703224,511,3097
1703206m1,Авесто,Андижон,1703,Балиқчи т.,1703206,1070,4695
1703206m2,Адолат,Андижон,1703,Балиқчи т.,1703206,365,1861
1703206m3,Аралхон,Андижон,1703,Балиқчи т.,1703206,628,2290
1703206m4,Афсона,Андижон,1703,Балиқчи т.,1703206,383,2340
1703206m5,Аълам,Андижон,1703,Балиқчи т.,1703206,611,3475
1703206m6,Баркамол,Андижон,1703,Балиқчи т.,1703206,611,3895
1703206m7,Ботир,Андижон,1703,Балиқчи т.,1703206,685,2350
1703206m8,Гузар,Андижон,1703,Балиқчи т.,1703206,547,3159
1703206m9,Гулшан,Андижон,1703,Балиқчи т.,1703206,502,2762
1703206m10,Гўровон,Андижон,1703,Балиқчи т.,1703206,657,4410
1703206m11,Дарё бўйи,Андижон,1703,Балиқчи т.,1703206,512,3130
1703206m12,Доғистон,Андижон,1703,Балиқчи т.,1703206,345,2171
1703206m13,Дўнгсарой,Андижон,1703,Балиқчи т.,1703206,575,3336
1703206m14,Дўстлик,Андижон,1703,Балиқчи т.,1703206,433,2435
1703206m15,Жартепа,Андижон,1703,Балиқчи т.,1703206,605,3715
1703206m16,Жасорат,Андижон,1703,Балиқчи т.,1703206,805,4325
1703206m17,Захкаш,Андижон,1703,Балиқчи т.,1703206,446,2700
1703206m18,Зулфикор,Андижон,1703,Балиқчи т.,1703206,391,2240
1703206m19,Илғор,Андижон,1703,Балиқчи т.,1703206,525,2630
1703206m20,Истиқлол,Андижон,1703,Балиқчи т.,1703206,403,2133
1703206m21,Ифтихор,Андижон,1703,Балиқчи т.,1703206,512,3262
1703206m22,Каттабулоқ,Андижон,1703,Балиқчи т.,1703206,662,3350
1703206m23,Кўл,Андижон,1703,Балиқчи т.,1703206,858,4966
1703206m24,Кўл бўйи,Андижон,1703,Балиқчи т.,1703206,505,2970
1703206m25,Қахрамон,Андижон,1703,Балиқчи т.,1703206,521,3114
1703206m26,Қияли,Андижон,1703,Балиқчи т.,1703206,877,4747
1703206m27,Қумтепа,Андижон,1703,Балиқчи т.,1703206,636,1642
1703206m28,Қўрғонча,Андижон,1703,Балиқчи т.,1703206,324,1849
1703206m29,Маллачек,Андижон,1703,Балиқчи т.,1703206,584,3115
1703206m30,Марказ,Андижон,1703,Балиқчи т.,1703206,375,1925
1703206m31,Матонат,Андижон,1703,Балиқчи т.,1703206,567,3700
1703206m32,Муқанна,Андижон,1703,Балиқчи т.,1703206,620,3320
1703206m33,Мумтоз,Андижон,1703,Балиқчи т.,1703206,805,4337
1703206m34,Навниҳол,Андижон,1703,Балиқчи т.,1703206,505,2552
1703206m35,Насирдинобод,Андижон,1703,Балиқчи т.,1703206,777,4297
1703206m36,Нурафшон,Андижон,1703,Балиқчи т.,1703206,560,1951
1703206m37,Октепа,Андижон,1703,Балиқчи т.,1703206,503,2599
1703206m38,Оқ қўргон,Андижон,1703,Балиқчи т.,1703206,765,2983
1703206m39,Олчазор,Андижон,1703,Балиқчи т.,1703206,532,2456
1703206m40,Омонариқ,Андижон,1703,Балиқчи т.,1703206,1069,5370
1703206m41,Полвонкўл,Андижон,1703,Балиқчи т.,1703206,630,3960
1703206m42,Сарновул,Андижон,1703,Балиқчи т.,1703206,789,4205
1703206m43,Саҳоват,Андижон,1703,Балиқчи т.,1703206,598,3359
1703206m44,Серқуёш,Андижон,1703,Балиқчи т.,1703206,601,3295
1703206m45,Сиза,Андижон,1703,Балиқчи т.,1703206,597,3157
1703206m46,Сирмоқ,Андижон,1703,Балиқчи т.,1703206,665,3179
1703206m47,Сортепа,Андижон,1703,Балиқчи т.,1703206,360,2395
1703206m48,Товулди,Андижон,1703,Балиқчи т.,1703206,629,3152
1703206m49,Тўда,Андижон,1703,Балиқчи т.,1703206,510,2429
1703206m50,Тулкиобод,Андижон,1703,Балиқчи т.,1703206,521,3015
1703206m51,Тумор,Андижон,1703,Балиқчи т.,1703206,512,1541
1703206m52,Туркистон,Андижон,1703,Балиқчи т.,1703206,669,3222
1703206m53,Ўлмас,Андижон,1703,Балиқчи т.,1703206,498,2342
1703206m54,Ўртакўрғон,Андижон,1703,Балиқчи т.,1703206,1002,4536
1703206m55,Файзобод,Андижон,1703,Балиқчи т.,1703206,316,1839
1703206m56,Фаровон,Андижон,1703,Балиқчи т.,1703206,594,3210
1703206m57,Халфачек,Андижон,1703,Балиқчи т.,1703206,320,2015
1703206m58,Чароғон,Андижон,1703,Балиқчи т.,1703206,527,1742
1703206m59,Шеробод,Андижон,1703,Балиқчи т.,1703206,511,2540
1703206m60,Шўр,Андижон,1703,Балиқчи т.,1703206,523,2450
1703206m61,Эски марказ,Андижон,1703,Балиқчи т.,1703206,769,4105
1703206m62,Эшончек,Андижон,1703,Балиқчи т.,1703206,526,2770
1703206m63,Юзчинор,Андижон,1703,Балиқчи т.,1703206,348,2003
1703206m64,Юртобод,Андижон,1703,Балиқчи т.,1703206,545,3125
1703206m65,Яккатол,Андижон,1703,Балиқчи т.,1703206,676,3567
1703206m66,Янги ҳаёт,Андижон,1703,Балиқчи т.,1703206,515,3262
1703210m1,Байналминал,Андижон,1703,Булоқбоши т.,1703210,928,4500
1703210m2,Баландчек,Андижон,1703,Булоқбоши т.,1703210,735,3574
1703210m3,Барлос,Андижон,1703,Булоқбоши т.,1703210,786,3661
1703210m4,Бозорбоши,Андижон,1703,Булоқбоши т.,1703210,865,4608
1703210m5,Боймаҳалла,Андижон,1703,Булоқбоши т.,1703210,826,4315
1703210m6,Буюк турон,Андижон,1703,Булоқбоши т.,1703210,860,4912
1703210m7,Гулистон,Андижон,1703,Булоқбоши т.,1703210,578,3329
1703210m8,Дўлана,Андижон,1703,Булоқбоши т.,1703210,705,3601
1703210m9,Ёрбоши,Андижон,1703,Булоқбоши т.,1703210,521,3303
1703210m10,Зарғалдоқ,Андижон,1703,Булоқбоши т.,1703210,1007,4689
1703210m11,Истиқлол,Андижон,1703,Булоқбоши т.,1703210,683,3157
1703210m12,Кўприкбоши,Андижон,1703,Булоқбоши т.,1703210,1018,4656
1703210m13,Қақир,Андижон,1703,Булоқбоши т.,1703210,832,3136
1703210m14,Қашқар,Андижон,1703,Булоқбоши т.,1703210,1001,5002
1703210m15,Қумариқ,Андижон,1703,Булоқбоши т.,1703210,674,3430
1703210m16,Қумгузар,Андижон,1703,Булоқбоши т.,1703210,1007,4307
1703210m17,М.Исмоилий,Андижон,1703,Булоқбоши т.,1703210,375,2141
1703210m18,Навоий,Андижон,1703,Булоқбоши т.,1703210,614,3333
1703210m19,Нефтчилар,Андижон,1703,Булоқбоши т.,1703210,790,3524
1703210m20,Нурзамин,Андижон,1703,Булоқбоши т.,1703210,720,3929
1703210m21,Раиш,Андижон,1703,Булоқбоши т.,1703210,802,4126
1703210m22,Ривож,Андижон,1703,Булоқбоши т.,1703210,552,2874
1703210m23,Саноат,Андижон,1703,Булоқбоши т.,1703210,742,3394
1703210m24,Сарбонтепа,Андижон,1703,Булоқбоши т.,1703210,876,4109
1703210m25,Сойбўйи,Андижон,1703,Булоқбоши т.,1703210,556,2982
1703210m26,Сохибкор,Андижон,1703,Булоқбоши т.,1703210,867,4461
1703210m27,Тинчлик,Андижон,1703,Булоқбоши т.,1703210,755,4677
1703210m28,Тошкечик,Андижон,1703,Булоқбоши т.,1703210,548,3137
1703210m29,Учкўча,Андижон,1703,Булоқбоши т.,1703210,515,2562
1703210m30,Учтепа,Андижон,1703,Булоқбоши т.,1703210,1012,5645
1703210m31,Фаровон,Андижон,1703,Булоқбоши т.,1703210,528,3056
1703210m32,Хонтепа,Андижон,1703,Булоқбоши т.,1703210,510,2691
1703210m33,Чақар,Андижон,1703,Булоқбоши т.,1703210,714,3329
1703210m34,Шарқ юлдузи,Андижон,1703,Булоқбоши т.,1703210,1001,4960
1703210m35,Ширмонбулоқ,Андижон,1703,Булоқбоши т.,1703210,648,3125
1703210m36,Шохгузар,Андижон,1703,Булоқбоши т.,1703210,512,2522
1703210m37,Юксалиш,Андижон,1703,Булоқбоши т.,1703210,829,4437
1703209m1,Боғи эрам,Андижон,1703,Бўстон т.,1703209,455,2497
1703209m2,Бўстон,Андижон,1703,Бўстон т.,1703209,812,1896
1703209m3,Ғолиб,Андижон,1703,Бўстон т.,1703209,600,3126
1703209m4,Гузар,Андижон,1703,Бўстон т.,1703209,690,3504
1703209m5,Гулистон,Андижон,1703,Бўстон т.,1703209,640,3510
1703209m6,Гулшан,Андижон,1703,Бўстон т.,1703209,436,1517
1703209m7,Давлатобод,Андижон,1703,Бўстон т.,1703209,562,2501
1703209m8,Деҳқонобод,Андижон,1703,Бўстон т.,1703209,682,2828
1703209m9,Дўстлик,Андижон,1703,Бўстон т.,1703209,615,2575
1703209m10,Кўҳинур,Андижон,1703,Бўстон т.,1703209,680,3381
1703209m11,Маданият,Андижон,1703,Бўстон т.,1703209,500,2380
1703209m12,Маориф,Андижон,1703,Бўстон т.,1703209,617,3346
1703209m13,Мехнатобод,Андижон,1703,Бўстон т.,1703209,519,2697
1703209m14,Мустақилликнинг 15 йиллиги,Андижон,1703,Бўстон т.,1703209,577,2710
